10 1073 86 447 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 2328 1825 131 290,36 36 36 36 36
1 1 1 1 1,78 78 78 78 78
694 68 68 81 500,36 36 36 36 36
1 1 1 53 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 353 1,36 36 36 36 36
711 94 2179 1 199,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
1 53 135 53 1,107 107 107 107 107
1 1 1 1 1,74 74 74 74 74
1 1 353 1 1,74 74 74 74 74
63 63 63 204 63,119 119 119 119 119
353 1 1 1 1,78 78 78 78 78
1 1 1 1 3,78 78 78 78 78
63 456 63 1 1,119 119 119 119 119
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
586 95 175 2937 81,28 28 28 10 36
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
53 53 53 53 300,107 107 107 107 107
1 353 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
405 1 1 63 1,119 119 119 119 119
1 199 1534 1535 1249,36 36 36 36 36
1 9 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
1 1 353 1 1,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
2981 2982 1878 131 1772,78 78 78 78 26
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 139,119 119 119 119 119
1 1 1 1 1,78 78 78 78 78
173 174 175 15 176,78 78 24 74 74
1 224 10 1 9,74 74 74 74 74
239 258 70 366 199,119 78 78 78 78
413 3679 53 146 53,107 107 107 107 107
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
63 64 63 1 63,119 119 119 119 119
1 1 1 1 1,151 151 151 151 151
1 3 1 1 1,74 74 74 74 74
851 591 117 54 852,78 78 78 78 78
131 158 84 84 2986,36 36 36 36 36
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 353 1 266 359,151 151 151 6 78
3 147 2527 2898 1,107 107 107 107 107
1 10 1 10 10,107 107 107 107 107
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
2323 464 86 86 86,28 28 28 28 28
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 3,74 74 74 74 74
1 9 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,147 147 147 147 147
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
521 117 117 117 117,78 78 78 78 78
278 238 63 63 3,6 95 119 119 119
63 1 63 63 63,78 78 78 78 78
56 57 37 58 59,147 147 147 105 6
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
186 186 483 70 241,78 78 78 36 36
1 1 1 63 204,119 119 119 119 119
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
3 1 1 1 1,74 74 74 74 74
1 1 1 1 353,78 78 78 78 78
3947 22 22 2720 131,74 74 24 26 36
1 1 1 1 1,151 151 151 151 151
216 78 366 77 78,36 36 36 36 36
1 1 1 353 1,78 78 78 78 78
1 15 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
53 2515 7 2516 99,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
1 1 1 63 63,119 119 119 119 119
63 63 63 481 1503,119 119 119 119 98
1 1 1 9 53,107 107 107 107 107
3 29 1 15 1,74 74 74 74 74
32 1824 68 131 404,36 36 36 36 36
257 359 257 342 256,78 78 78 78 78
1 1 1 1 93,74 74 74 74 74
159 68 68 4046 4047,36 36 36 16 107
1802 2464 2465 239 63,119 119 119 119 119
65 65 139 139 139,78 78 78 78 78
1 1 1 1 1,151 151 151 151 151
1 1 29 1 1,74 74 74 74 74
1 353 1 2669 1,78 78 78 78 78
63 63 63 1803 354,119 119 119 98 99
1 9 1 1 1,74 74 74 74 74
1 738 1067 94 1893,20 59 49 49 106
53 53 53 53 53,78 78 78 78 78
63 1 63 63 63,119 119 119 119 119
94 94 96 177 629,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 3,78 78 78 78 78
1 1 1 1 1,151 151 151 151 151
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
146 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
1798 443 86 86 353,26 20 20 20 20
1 1 1 1 1,78 78 78 78 78
1 1 53 53 1,107 107 107 107 107
3 1 1 15 29,74 74 74 74 74
1 1 1 3 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
1 9 1 1 1,74 74 74 74 74
1 1 1 9 1,78 78 78 78 78
22 1221 22 96 94,147 147 147 4 49
3 1 53 53 1,107 107 107 107 107
1 1 2 1 1,74 74 74 74 74
1 1 1 1 9,119 119 119 119 119
1 1 3 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 1 1 1 440,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
802 63 1 1 63,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
1 2280 15 1 1,49 144 74 74 74
1 1 1 1 1,74 74 74 74 74
63 63 456 239 273,119 119 119 98 26
1 1 1 63 456,119 119 119 119 119
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
53 53 1 146 2043,107 107 107 107 107
152 68 3765 304 166,78 78 78 78 146
222 22 2675 2392 362,28 28 28 142 142
53 747 53 1578 1,107 107 107 107 107
147 256 256 256 1754,7 7 7 7 7
1 1 1 1 1,78 78 78 78 78
1 1 353 63 63,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 353 1,107 107 107 107 107
1 3 1 1 1,151 151 151 151 151
53 135 53 53 136,107 107 107 107 107
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,127 127 127 127 127
1 1 1 353 1,74 74 74 74 74
1 1 1 1 1,151 151 151 151 151
63 1946 1947 1 63,119 119 119 119 119
1 1 1 3 1,74 74 74 74 74
1 1 353 53 109,107 107 107 107 133
1 81 2037 741 2037,36 36 36 36 36
1 1 1 1 1,74 74 74 74 74
1 1 1 3 1,119 119 119 119 119
541 81 131 366 152,36 36 36 36 36
49 83 1 53 9,107 107 107 107 107
1 1 1 1 1,28 28 28 28 28
1 1 1 1 9,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
1530 1678 4178 3945 1899,78 78 78 78 78
53 1 1 1 1,107 107 107 107 107
1 1 1 1 1,74 74 74 74 74
1 2041 1188 720 704,151 6 78 78 133
1 1 64 747 63,78 78 78 78 78
1 1 3 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
29 29 1 9 1,74 74 74 74 74
94 222 22 22 22,142 142 28 28 28
259 49 240 256 256,78 78 78 78 78
1706 77 131 131 152,36 36 36 36 36
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,151 151 151 151 151
56 56 117 56 548,78 78 78 78 146
1 1 1 1 1,74 74 74 74 74
1 1 63 63 63,78 78 78 78 78
53 53 1 53 1,107 107 107 107 107
1 1 1 1 353,74 74 74 74 74
1 63 63 463 186,119 119 119 119 119
9 1 1 1 1,74 74 74 74 74
56 117 3671 248 3672,96 96 96 62 26
353 1 1 1 1,78 78 78 78 78
1 88 245 816 817,36 36 36 26 78
1332 1 257 485 239,6 151 151 6 98
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
1 63 63 63 456,119 119 119 119 119
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
747 257 9 1 359,151 151 151 151 151
1 15 17 93 834,74 74 144 49 99
1 1 1 1 1,151 151 151 151 151
1 1 1 1 1,74 74 74 74 74
1 238 70 1215 1,78 78 78 78 78
9 1 1 1 1,78 78 78 78 78
1 1 1 1612 353,78 78 78 78 78
1 1 3 1 1,74 74 74 74 74
1 1 1 1 1,73 73 73 73 73
1 1 1 1 53,107 107 107 107 107
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
68 131 692 68 68,36 36 36 36 36
1 1 1 1 1,78 78 78 78 78
239 63 1 1 3,78 78 78 78 78
1 1 53 1 1,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
63 456 63 63 1,119 119 119 119 119
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
1 1 360 1 9,151 151 151 151 151
20 2920 1305 2921 3,36 36 26 78 78
1 1 1 1 353,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
139 1 62 63 63,119 119 119 119 119
1 1 1 1 1,151 151 151 151 151
63 2418 73 204 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 9 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
133 131 3325 68 206,36 36 36 36 14
139 2636 214 214 68,36 36 36 36 36
17 15 1 1 1,155 74 74 74 74
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,127 127 127 127 127
1 1 1 1 1,74 74 74 74 74
1 29 1 29 1,74 74 74 74 74
2924 2925 2636 239 2710,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
1 1 1 1 3,151 151 151 151 151
63 204 63 63 63,119 119 119 119 119
1 1 1 1 1,78 78 78 78 78
102 54 1092 51 99,107 107 107 107 107
63 1 63 64 1,119 119 119 119 119
1 1 1 1 1,78 78 78 78 78
1 1 1 1 353,151 151 151 151 151
1 1 1 1 1,78 78 78 78 78
17 1 1 1 93,66 127 127 127 127
1674 271 240 1675 65,74 74 74 74 74
49 1 63 63 1,119 119 119 119 119
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
3 1 1 1 1,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
1 1 9 1 1,78 78 78 78 78
3 53 53 1 1,107 107 107 107 107
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
22 1 1 1 1,74 74 74 74 74
1 1 1 1 1,151 151 151 151 151
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
3720 3721 1533 500 3722,107 107 107 107 107
166 896 897 165 165,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
63 1 63 456 63,119 119 119 119 119
81 184 452 77 81,36 36 36 36 36
63 63 204 63 239,78 78 78 78 78
4267 162 4268 93 95,78 78 99 49 99
63 63 63 204 63,119 119 119 119 119
1 353 1 1 1,78 78 78 78 78
1710 56 56 56 117,96 96 96 96 96
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 3 1,78 78 78 78 78
2373 252 1333 3155 954,28 28 28 28 28
1 1 1 1 1,78 78 78 78 78
103 2711 346 94 94,99 49 49 49 49
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,151 151 151 151 151
68 70 4171 1265 4172,78 78 78 78 78
63 63 63 64 63,119 119 119 119 119
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,151 151 151 151 151
172 483 2497 266 680,78 78 78 6 151
1 1 1 1 53,107 107 107 107 107
1 94 477 96 16,148 142 142 142 142
63 353 63 63 63,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
3 53 1 1 1,78 78 78 78 78
1437 95 1438 1439 93,99 49 49 49 49
1 1 750 750 30,5 5 5 5 5
1 1 1 1 1,74 74 74 74 74
1 1 9 1 1,74 74 74 74 74
135 53 53 53 53,78 78 78 78 78
1 3 1 1 1,78 78 78 78 78
1 1 353 1 1,78 78 78 78 78
2875 360 187 2528 1,78 78 146 146 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
456 63 63 63 1,119 119 119 119 119
2 934 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
29 9 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
1 1 1 1221 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
53 3 1 1 53,107 107 107 107 107
99 1576 954 493 2376,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
68 449 63 3184 694,36 26 78 78 78
3292 3293 1 1 360,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 9 1,78 78 78 78 78
1 353 1 1 1,78 78 78 78 78
131 2796 241 68 1,36 36 36 36 36
3697 37 3698 3699 252,5 5 36 26 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 53 53 1 1,78 78 78 78 78
9 1 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
112 1 1 1 1,151 151 151 151 151
1 53 53 1 1,107 107 107 107 107
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 9 1 1 1,74 74 74 74 74
1035 53 1 1 3,78 78 78 78 78
135 53 53 53 53,107 107 107 107 107
1 1 353 1 63,78 78 78 78 78
1 1 1 1 3,151 151 151 151 151
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 1 1 1 29,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
53 135 53 53 1,78 78 78 78 78
1 802 802 63 1,119 119 119 119 119
1 1 353 1 1,36 36 36 36 36
1 1 1 1 1,78 78 78 78 78
9 1 1 1 63,119 119 119 119 119
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
526 3182 271 199 78,99 78 26 36 36
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
3 1 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
187 2872 2873 1654 2874,20 20 146 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 9 1,78 78 78 78 78
1 1 1 1 1,119 119 119 119 119
1 53 1 1 1,107 107 107 107 107
9 1 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
283 817 63 63 817,119 119 119 119 119
3792 1 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
9 1 1 1 1,74 74 74 74 74
4791 93 29 17 93,74 74 74 143 127
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 353,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
360 2108 251 1 1,78 6 151 151 151
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
58 1543 1544 273 259,78 78 78 78 78
1 63 1 63 3,119 119 119 119 119
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
1 353 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
902 1 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 1 3 1 1,78 78 78 78 78
1 3 1 1 1,74 74 74 74 74
53 360 1 53 53,107 107 107 107 107
1 1 1 1 1,78 78 78 78 78
70 184 1 453 501,36 36 36 36 36
1 1 1 353 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
63 63 63 63 456,119 119 119 119 119
1 1 1 1 1,78 78 78 78 78
1 1 1 1 9,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 257 1 3 1,20 20 20 20 20
1 1 93 94 448,49 49 49 49 99
790 500 152 68 84,36 36 36 36 36
1 1 1 1 1,78 78 78 78 78
9 1 1 1 1,74 74 74 74 74
1 1667 1668 405 63,78 78 78 78 78
1 1 1 1 9,74 74 74 74 74
1 53 135 1 53,107 107 107 107 107
117 117 117 54 117,96 96 96 96 96
1 1 1 1 1,78 78 78 78 78
63 63 1425 814 73,78 78 78 78 78
53 1 1 1 1,107 107 107 107 107
1 1 1 9 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,151 151 151 151 151
222 94 2483 2483 175,28 28 28 28 28
1 135 53 53 53,107 107 107 107 107
1 1 1 1 1,78 78 78 78 78
1 53 1 53 53,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
63 63 63 204 63,119 119 119 119 119
3750 3751 353 1 175,0 78 78 78 24
1 1 1 1 1,107 107 107 107 107
1 1 1 1 1,74 74 74 74 74
1 3 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
93 93 353 94 4221,49 49 49 49 99
30 22 22 222 94,28 28 28 28 28
63 63 1 1 1,119 119 119 119 119
1 1 1 29 1,74 74 74 74 74
894 148 54 293 55,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
2292 81 68 77 81,36 36 36 36 36
63 63 63 63 63,73 73 73 73 73
1 1 1 1 1,78 78 78 78 78
94 222 18 96 346,28 28 28 28 28
9 1 1 1 1,78 78 78 78 78
63 1 63 63 1,119 119 119 119 119
1 1 1 18 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 63 1 353 1,119 119 119 119 119
1 1 1 1 1,74 74 74 74 74
1 9 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
1 53 146 45 1048,107 107 107 27 20
204 1 63 63 66,119 119 119 119 14
1 1 3 1 1,107 107 107 107 107
678 131 68 68 290,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 1 112 486,151 151 151 6 78
3 1 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
1 1 112 987 988,151 151 151 6 78
1 3 1 1 1,49 49 49 49 49
1 121 551 56 56,20 146 62 96 96
53 53 100 53 53,107 107 107 107 107
1 1 1 1 1,78 78 78 78 78
94 555 3230 1 184,49 99 26 36 36
1 18 3 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 1 9 1 1,74 74 74 74 74
1 1 2 1 830,74 74 74 74 24
1409 1210 1633 238 70,36 36 36 36 36
1 1 1 1 1,78 78 78 78 78
1195 1 1 95 95,99 49 49 49 49
86 86 2954 770 1164,20 20 20 20 67
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 1 1 967 2214,74 74 74 91 49
131 290 380 1686 216,36 36 36 36 36
1 1 1 1 1,78 78 78 78 78
9 1 1 1 1,78 78 78 78 78
2589 2590 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 9 1 1 1,74 74 74 74 74
464 86 86 443 760,20 20 20 146 78
1 1 1 1 1,74 74 74 74 74
1 1 1 3 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1082 2845 2846 2847 2725,119 119 119 119 119
360 1 2878 1 1,78 78 78 78 78
68 152 68 80 270,36 36 36 113 113
1 1 1 1 1,78 78 78 78 78
1 30 175 189 1979,78 78 78 78 26
1 1 1 1 1,151 151 151 151 151
1784 40 1 1 1,74 74 74 74 74
2120 63 63 239 3566,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 353 1 1 1,151 151 151 151 151
1 1 1 1 1,78 78 78 78 78
63 1 1 62 63,119 119 119 119 119
1 1 1 1 1,119 119 119 119 119
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
353 1 15 30 17,74 74 74 74 144
135 53 53 53 53,107 107 107 107 107
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,78 78 78 78 78
1 1 2676 1 212,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
1 17 93 93 175,74 143 127 127 143
1 99 2077 2078 2079,107 107 133 78 26
63 456 239 449 1771,73 73 73 73 36
86 443 464 86 286,20 20 20 20 67
1 1 1 1 1,78 78 78 78 78
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
1 2 1 1 1,74 74 74 74 74
1 1 1 1 1,78 78 78 78 78
4360 2174 4361 711 519,36 36 26 78 78
1 1 1 1 1,74 74 74 74 74
3333 629 1148 53 1,107 107 107 107 107
1 1 1 1 1,78 78 78 78 78
